State/UT,District,Pincode,Tehsil/Block
Andhra Pradesh,East Godavari,533228,Kothapeta
Andhra Pradesh,East Godavari,533235,Atreyapuram
Andhra Pradesh,East Godavari,533215,Allavaram
Andhra Pradesh,East Godavari,533213,Uppalaguptam
Andhra Pradesh,East Godavari,533222,Katrenikona Mandal
Andhra Pradesh,East Godavari,533250,Sakhinetipalli
Andhra Pradesh,East Godavari,533244,Razole
Andhra Pradesh,East Godavari,533240,D.Gannavaram Mandal
Andhra Pradesh,East Godavari,533217,Allavaram Mandal
Andhra Pradesh,East Godavari,533223,Kothapeta Taluk
Andhra Pradesh,East Godavari,533244,Malikipuram
Andhra Pradesh,East Godavari,533274,P.Gannavaram
Andhra Pradesh,East Godavari,533221,Amalapuram
Andhra Pradesh,East Godavari,533274,Kothapeta
Andhra Pradesh,East Godavari,533248,Mamidikuduru
Andhra Pradesh,East Godavari,533251,Sakhinetipalli
Andhra Pradesh,East Godavari,533274,Ravulapalem Mandal
Andhra Pradesh,East Godavari,533218,Amalapuram
Andhra Pradesh,East Godavari,533253,Malikipuram
Andhra Pradesh,East Godavari,533222,Mummidivaram Mandal
Andhra Pradesh,East Godavari,533220,I.Polavaram Mandal
Andhra Pradesh,East Godavari,533254,Malikipuram
Andhra Pradesh,East Godavari,533239,Ambajipeta
Andhra Pradesh,East Godavari,533238,Ravulapalem
Andhra Pradesh,East Godavari,533249,Razole
Andhra Pradesh,East Godavari,533577,Amalapuram
Andhra Pradesh,East Godavari,533577,Ainavilli
Andhra Pradesh,East Godavari,533213,Amalapuram
Andhra Pradesh,East Godavari,533241,Ambajipeta
Andhra Pradesh,East Godavari,533212,Katrenikona Mandal
Andhra Pradesh,East Godavari,533220,I.Polavaram
Andhra Pradesh,East Godavari,533218,Allavaram
Andhra Pradesh,East Godavari,533210,Allavaram
Andhra Pradesh,East Godavari,533216,Mummidivaram Mandal
Andhra Pradesh,East Godavari,533240,P.Gannavaram
Andhra Pradesh,East Godavari,533254,Malikipuram Mandal
Andhra Pradesh,East Godavari,533236,Ravulapalem
Andhra Pradesh,East Godavari,533237,Atreypauram
Andhra Pradesh,East Godavari,533228,Ainavilli
Andhra Pradesh,East Godavari,533253,Malikipuram Mandal
Andhra Pradesh,East Godavari,533249,Mamidikuduru
Andhra Pradesh,East Godavari,533250,Sakhinetipalli Mandal
Andhra Pradesh,East Godavari,533241,Ambajipeta Mandal
Andhra Pradesh,East Godavari,533211,Ainavilli Mandal
Andhra Pradesh,East Godavari,533274,Ravulapalem
Andhra Pradesh,East Godavari,533214,P.Gannavaram
Andhra Pradesh,East Godavari,533214,P.Gannavaram Mandal
Andhra Pradesh,East Godavari,533222,Uppalaguptam Mandal
Andhra Pradesh,East Godavari,533247,Mamidikuduru Mandal
Andhra Pradesh,East Godavari,533249,P.Gannavaram
Andhra Pradesh,East Godavari,533241,Ainavilli Mandal
Andhra Pradesh,East Godavari,533228,Ambajipeta
Andhra Pradesh,East Godavari,533222,Katrenikona
Andhra Pradesh,East Godavari,533218,Amalapuram Mandal
Andhra Pradesh,East Godavari,533248,Razole Mandal
Andhra Pradesh,East Godavari,533239,Ambajipeta Mandal
Andhra Pradesh,East Godavari,533238,Ravulapalem Mandal
Andhra Pradesh,East Godavari,533242,Razole
Andhra Pradesh,East Godavari,533236,Atreyapuram Mandal
Andhra Pradesh,East Godavari,533251,Sakhinetipalli Mandal
Andhra Pradesh,East Godavari,533213,Amalapuram Mandal
Andhra Pradesh,East Godavari,533250,Malikipuram
Andhra Pradesh,East Godavari,533244,Razole Mandal
Andhra Pradesh,East Godavari,533249,Razole Mandal
Andhra Pradesh,East Godavari,533221,Ambajipeta Mandal
Andhra Pradesh,East Godavari,533237,Atreyapuram
Andhra Pradesh,East Godavari,533241,Amabajipeta
Andhra Pradesh,East Godavari,533228,Kothapeta Mandal
Andhra Pradesh,East Godavari,533577,Ainavilli Mandal
Andhra Pradesh,East Godavari,533237,Atreyapuram Mandal
Andhra Pradesh,Visakhapatnam,531022,Chodavaram
Andhra Pradesh,Visakhapatnam,531027,Chodavaram
Andhra Pradesh,Visakhapatnam,531115,Narsipatnam
Andhra Pradesh,Visakhapatnam,531077,Chodavaram
Andhra Pradesh,Visakhapatnam,531035,Anakapalle
Andhra Pradesh,Visakhapatnam,531040,Chodavaram
Andhra Pradesh,Visakhapatnam,531030,Chodavaram
Andhra Pradesh,Visakhapatnam,531002,Anakapalle
Andhra Pradesh,Visakhapatnam,531117,Narsipatnam
Andhra Pradesh,Visakhapatnam,531055,Anakapalle
Andhra Pradesh,Visakhapatnam,531001,Anakapalle
Andhra Pradesh,Visakhapatnam,531118,Narsipatnam
Andhra Pradesh,Visakhapatnam,531111,Narsipatnam
Andhra Pradesh,Visakhapatnam,531084,Narsipatnam
Andhra Pradesh,Visakhapatnam,531028,Chodavaram
Andhra Pradesh,Visakhapatnam,531151,Chodavaram
Andhra Pradesh,Visakhapatnam,531149,Araku
Andhra Pradesh,Visakhapatnam,531151,Araku Valley
Andhra Pradesh,Visakhapatnam,531036,Chodavaram
Andhra Pradesh,Visakhapatnam,531034,Chodavaram
Andhra Pradesh,Visakhapatnam,531031,Anakapalle
Andhra Pradesh,Visakhapatnam,531011,Anakapalle
Andhra Pradesh,Visakhapatnam,531029,Chodavaram
Andhra Pradesh,Visakhapatnam,531085,Narsipatnam
Andhra Pradesh,Visakhapatnam,531149,Chodavaram
Andhra Pradesh,Visakhapatnam,531021,Anakapalle
Andhra Pradesh,Visakhapatnam,531113,Narsipatnam
Andhra Pradesh,Visakhapatnam,531082,Anakapalle
Andhra Pradesh,Visakhapatnam,531023,Chodavaram
Andhra Pradesh,Visakhapatnam,531081,Anakapalle
Andhra Pradesh,Visakhapatnam,531087,Narsipatnam
Andhra Pradesh,Visakhapatnam,531026,Chodavaram
Andhra Pradesh,Visakhapatnam,531020,Anakapalle
Andhra Pradesh,Visakhapatnam,531025,Chodavaram
Andhra Pradesh,Visakhapatnam,531083,Anakapalle
Andhra Pradesh,Visakhapatnam,531024,Chodavaram
Andhra Pradesh,Visakhapatnam,531032,Anakapalle
Andhra Pradesh,Visakhapatnam,531105,Narsipatnam
Andhra Pradesh,Visakhapatnam,531027,Paderu
Andhra Pradesh,Visakhapatnam,531133,Narsipatnam
Andhra Pradesh,Visakhapatnam,531030,Anakapalle
Andhra Pradesh,Visakhapatnam,531061,Anakapalle
Andhra Pradesh,Visakhapatnam,531114,Narsipatnam
Andhra Pradesh,Visakhapatnam,531126,Anakapalle
Andhra Pradesh,Visakhapatnam,531082,Yellamanchili
Andhra Pradesh,Visakhapatnam,531075,Chodavaram
Andhra Pradesh,Visakhapatnam,531127,Anakapalle
Andhra Pradesh,Visakhapatnam,531149,Araku Valley
Andhra Pradesh,Visakhapatnam,531055,Atchutapuram
Andhra Pradesh,Visakhapatnam,531019,Paravada
Andhra Pradesh,Visakhapatnam,531033,Anakapalle
Andhra Pradesh,Visakhapatnam,531019,Anakapalle
Andhra Pradesh,Visakhapatnam,531060,Anakapalle
Andhra Pradesh,Visakhapatnam,531111,Chintapalle
Andhra Pradesh,Visakhapatnam,531081,Yellamanchili
Andhra Pradesh,Visakhapatnam,531116,Narsipatnam
Andhra Pradesh,Visakhapatnam,531020,Paravada
Andhra Pradesh,Visakhapatnam,531084,Golugonda
Andhra Pradesh,Visakhapatnam,531126,Yellamanchili
Andhra Pradesh,Visakhapatnam,531083,Yellamanchili
Andhra Pradesh,Visakhapatnam,531127,Yellamanchili
Andhra Pradesh,Visakhapatnam,531115,Nathavaram
Andhra Pradesh,Visakhapatnam,531036,Cheedikada
Andhra Pradesh,Visakhapatnam,531055,Yellamanchili
Andhra Pradesh,Visakhapatnam,531030,Ananthagiri
Andhra Pradesh,East Godavari,533408,Thondangi
Andhra Pradesh,East Godavari,533449,Gollaprolu
Andhra Pradesh,East Godavari,533401,Tuni
Andhra Pradesh,East Godavari,533428,Addatigala
Andhra Pradesh,East Godavari,533407,Kotananduru
Andhra Pradesh,East Godavari,533448,Kothapalli
Andhra Pradesh,East Godavari,533436,Rajavommangi
Andhra Pradesh,East Godavari,533406,Sankhavaram
Andhra Pradesh,East Godavari,533437,Peddapuram
Andhra Pradesh,East Godavari,533005,Kakinada (Urban)
Andhra Pradesh,East Godavari,533016,Karapa
Andhra Pradesh,East Godavari,533468,Kakinada
Andhra Pradesh,East Godavari,533005,Kakinada
Andhra Pradesh,East Godavari,533006,Kakinada
Andhra Pradesh,East Godavari,533431,Kirlampudi
Andhra Pradesh,East Godavari,533429,Yeleswaram
Andhra Pradesh,East Godavari,533003,Kakinada (Urban)
Andhra Pradesh,East Godavari,533428,Addateegala
Andhra Pradesh,East Godavari,533445,Gollaprolu
Andhra Pradesh,East Godavari,533433,Pithapuram
Andhra Pradesh,East Godavari,533483,Y .Ramavaram
Andhra Pradesh,East Godavari,533450,Peddapuram
Andhra Pradesh,East Godavari,533444,Gollaprolu
Andhra Pradesh,East Godavari,533432,Prathipadu
Andhra Pradesh,East Godavari,533446,Sankhavaram
Andhra Pradesh,East Godavari,533344,Pedapudi
Andhra Pradesh,East Godavari,533450,Pithapuram
Andhra Pradesh,East Godavari,533461,Kakinada
Andhra Pradesh,East Godavari,533002,Kakinada (Urban)
Andhra Pradesh,East Godavari,533461,Tallarevu
Andhra Pradesh,East Godavari,533483,Na
Andhra Pradesh,East Godavari,533430,Prathipadu
Andhra Pradesh,East Godavari,533291,Rajavommangi
Andhra Pradesh,East Godavari,533464,Pondicherry
Andhra Pradesh,East Godavari,533463,Tallarevu
Andhra Pradesh,East Godavari,533004,Kakinada (Urban)
Andhra Pradesh,East Godavari,533468,Kajuluru
Andhra Pradesh,East Godavari,533001,Kakinada (Urban)
Andhra Pradesh,East Godavari,533435,Jaggampeta
Andhra Pradesh,East Godavari,533434,Samalkot
Andhra Pradesh,East Godavari,533006,Kakinada Rural
Andhra Pradesh,East Godavari,533464,Tallarevu
Andhra Pradesh,East Godavari,533006,Pedapudi
Andhra Pradesh,East Godavari,533001,Kakinada
Andhra Pradesh,East Godavari,533462,Karapa
Andhra Pradesh,East Godavari,533464,Thallarevu
Andhra Pradesh,East Godavari,533447,Kothapalli
Andhra Pradesh,East Godavari,533016,Kakinada
Andhra Pradesh,East Godavari,533260,Karapa
Andhra Pradesh,East Godavari,533450,Na
Andhra Pradesh,East Godavari,533463,Thallarevu
Andhra Pradesh,East Godavari,533291,Rangampeta
Andhra Pradesh,East Godavari,533440,Samalkota
Andhra Pradesh,East Godavari,533440,Kakinada
Andhra Pradesh,East Godavari,533428,Addathigala
Andhra Pradesh,East Godavari,533016,Kakinada (Urban)
Andhra Pradesh,East Godavari,533483,Y Ramavaram
Pondicherry,Pondicherry,533464,Pondicherry
Andhra Pradesh,East Godavari,533260,Ramachandrapuram
Andhra Pradesh,East Godavari,533447,Addathigala
Andhra Pradesh,East Godavari,533428,Kothapalli
Andhra Pradesh,Vizianagaram,535547,Makkuva
Andhra Pradesh,Srikakulam,532440,R.Amadalavalasa
Andhra Pradesh,Vizianagaram,535502,Na
Andhra Pradesh,Vizianagaram,535546,Balijipeta
Andhra Pradesh,Vizianagaram,535124,Badangi
Andhra Pradesh,Vizianagaram,535573,Bobbili
Andhra Pradesh,Vizianagaram,535126,Therlam
Andhra Pradesh,Vizianagaram,535523,Gummalakshmipuram
Andhra Pradesh,Vizianagaram,535557,Balijipeta
Andhra Pradesh,Vizianagaram,535525,Jiyyammavalasa
Andhra Pradesh,Vizianagaram,535593,Salur
Andhra Pradesh,Vizianagaram,535521,Komarada
Andhra Pradesh,Vizianagaram,535546,Seethanagaram
Andhra Pradesh,Srikakulam,532440,Palakonda
Andhra Pradesh,Vizianagaram,535579,Ramabhadrapuram
Andhra Pradesh,Vizianagaram,535101,Garividi
Andhra Pradesh,Srikakulam,532462,Palakonda
Andhra Pradesh,Vizianagaram,535578,Badangi
Andhra Pradesh,Vizianagaram,535502,Parvatipuram
Andhra Pradesh,Vizianagaram,535527,Parvatipuram
Andhra Pradesh,Vizianagaram,535591,Salur
Andhra Pradesh,Vizianagaram,535559,Balijipeta
Andhra Pradesh,Srikakulam,535125,Sigadam
Andhra Pradesh,Vizianagaram,535102,Merakamudidam
Andhra Pradesh,Vizianagaram,535128,Merakamudidam
Andhra Pradesh,Srikakulam,532462,Veeraghattam
Andhra Pradesh,Vizianagaram,535559,Bobbili
Andhra Pradesh,Vizianagaram,535558,Bobbili
Andhra Pradesh,Srikakulam,532148,Sigadam Mandal
Andhra Pradesh,Vizianagaram,535594,Jiyyammavalasa
Andhra Pradesh,Vizianagaram,535128,Garividi
Andhra Pradesh,Vizianagaram,535524,Kurupam
Andhra Pradesh,Vizianagaram,535463,Garugubilli
Andhra Pradesh,Vizianagaram,535579,Dattirajeru
Andhra Pradesh,Srikakulam,532460,Veeraghattam
Andhra Pradesh,Vizianagaram,535463,Parvatipuram
Andhra Pradesh,Vizianagaram,535526,Jiyyammavalasa
Andhra Pradesh,Vizianagaram,535128,Chipurupalle
Andhra Pradesh,Vizianagaram,535527,Makkuva
Andhra Pradesh,Srikakulam,535128,Sigadam
Andhra Pradesh,Vizianagaram,535125,Chipurupalle
Andhra Pradesh,Vizianagaram,535101,Gurla
Andhra Pradesh,Vizianagaram,535534,Kurupam
Andhra Pradesh,Srikakulam,532460,Seethampeta
Andhra Pradesh,Vizianagaram,535559,Seethanagaram
Andhra Pradesh,Vizianagaram,535592,Pachipenta
Andhra Pradesh,Vizianagaram,535124,Therlam
Andhra Pradesh,Vizianagaram,535102,Meraka Mudidam
Andhra Pradesh,Srikakulam,535128,Rajam
Andhra Pradesh,Srikakulam,532443,Seethampeta
Andhra Pradesh,Vizianagaram,535557,Vangara
Andhra Pradesh,Vizianagaram,535525,Parvatipuram
Andhra Pradesh,Vizianagaram,535591,Pachipenta
Andhra Pradesh,Vizianagaram,535101,Merakamudidam
Andhra Pradesh,Vizianagaram,535501,Parvathipuram
Andhra Pradesh,Vizianagaram,535521,Na
Andhra Pradesh,Vizianagaram,535594,Jiyyammavalsa
Andhra Pradesh,Vizianagaram,535573,Makkuva
Andhra Pradesh,Vizianagaram,535568,Bobbili
Andhra Pradesh,Vizianagaram,535522,Parvatipuram
Andhra Pradesh,Srikakulam,532440,R. Amadalavalasa
Andhra Pradesh,Vizianagaram,535502,Parvathipuram
Andhra Pradesh,Srikakulam,532461,Vangara
Andhra Pradesh,Vizianagaram,535546,Makkuva
Andhra Pradesh,Vizianagaram,535525,Garugubilli
Andhra Pradesh,Vizianagaram,535547,Salur
Andhra Pradesh,Vizianagaram,535573,Seethanagaram
Andhra Pradesh,Vizianagaram,535124,Merakamudidam
Andhra Pradesh,Vizianagaram,535568,Therlam
Andhra Pradesh,Srikakulam,532148,Regidi Mandal
Andhra Pradesh,Vizianagaram,535578,Dattirajeru
Andhra Pradesh,Vizianagaram,535579,Bobbili
Andhra Pradesh,Vizianagaram,535568,Badangi
Andhra Pradesh,Vizianagaram,535593,Makkuva
Andhra Pradesh,Srikakulam,532462,Vangara
Andhra Pradesh,Vizianagaram,535578,Dattirajeru Bo
Andhra Pradesh,Srikakulam,532148,Ganguvada Sigadam Mandal
Andhra Pradesh,Vizianagaram,535527,Seethanagaram
Andhra Pradesh,Vizianagaram,535557,Na
Andhra Pradesh,East Godavari,533262,Pamarru
Null,Null,533296,Na
Andhra Pradesh,East Godavari,533288,Rampachodavaram
Andhra Pradesh,East Godavari,533233,Alamuru
Andhra Pradesh,East Godavari,533101,Rajahmundry (Urban)
Andhra Pradesh,East Godavari,533305,Pamarru
Andhra Pradesh,East Godavari,533284,Gangavaram
Andhra Pradesh,East Godavari,533342,Anaparthy
Andhra Pradesh,East Godavari,533307,Kapileswarapuram
Andhra Pradesh,East Godavari,533106,Rajahmundry (Urban)
Andhra Pradesh,East Godavari,533256,Bikkavolu
Andhra Pradesh,East Godavari,533340,Mandapeta
Andhra Pradesh,East Godavari,533104,Rajahmundry (Urban)
Andhra Pradesh,East Godavari,533289,Gokavaram
Andhra Pradesh,East Godavari,533284,Rampachodavaram
Andhra Pradesh,East Godavari,533126,Alamuru
Andhra Pradesh,East Godavari,533343,Bikkavolu
Andhra Pradesh,East Godavari,533263,Pamarru
Andhra Pradesh,East Godavari,533263,Pamaru
Andhra Pradesh,East Godavari,533285,Gokavaram
Andhra Pradesh,East Godavari,533290,Korukonda
Andhra Pradesh,East Godavari,533124,Na
Andhra Pradesh,East Godavari,533126,Kadiyam
Andhra Pradesh,East Godavari,533292,Korukonda
Andhra Pradesh,East Godavari,533296,Rajanagaram
Andhra Pradesh,East Godavari,533295,Maredumilli
Andhra Pradesh,East Godavari,533261,Rayavaram
Andhra Pradesh,East Godavari,533286,Gokavaram
Andhra Pradesh,East Godavari,533287,Sithanagaram
Andhra Pradesh,East Godavari,533339,Devipatnam
Andhra Pradesh,East Godavari,533232,Alamuru
Andhra Pradesh,East Godavari,533256,Ramachandrapuram
Andhra Pradesh,East Godavari,533234,Alamuru
Andhra Pradesh,East Godavari,533288,Maredumilli
Andhra Pradesh,East Godavari,533103,Rajahmundry (Urban)
Andhra Pradesh,East Godavari,533286,Devipatnam
Andhra Pradesh,East Godavari,533125,Na
Andhra Pradesh,East Godavari,533262,Ramachandrapuram
Andhra Pradesh,East Godavari,533263,Kajuluru
Andhra Pradesh,East Godavari,533234,Kadiyam
Andhra Pradesh,East Godavari,533341,Mandapeta
Andhra Pradesh,East Godavari,533294,Rajanagaram
Andhra Pradesh,East Godavari,533285,Rampachodavaram
Andhra Pradesh,East Godavari,533294,Rangampeta
Andhra Pradesh,East Godavari,533102,Korukonda
Andhra Pradesh,East Godavari,533289,Korukonda
Andhra Pradesh,East Godavari,533297,Gandepalli
Andhra Pradesh,East Godavari,533105,Rajahmundry (Urban)
Andhra Pradesh,East Godavari,533107,Rajahmundry Rural
Andhra Pradesh,East Godavari,533294,Ragampeta
Andhra Pradesh,East Godavari,533124,Rajahmundry Rural
Andhra Pradesh,East Godavari,533262,Kajuluru
Andhra Pradesh,East Godavari,533285,Gangavaram
Andhra Pradesh,East Godavari,533297,Rajanagaram
Andhra Pradesh,East Godavari,533262,Bikkavolu
Andhra Pradesh,East Godavari,533342,Bikkavolu
Andhra Pradesh,East Godavari,533309,Kapileswarapuram
Andhra Pradesh,East Godavari,533293,Sithanagram
Andhra Pradesh,East Godavari,533105,Na
Andhra Pradesh,East Godavari,533102,Rajahmundry Rural
Andhra Pradesh,East Godavari,533346,Bikkavolu
Andhra Pradesh,East Godavari,533124,Rajanagaram
Andhra Pradesh,East Godavari,533345,Bikkavolu
Andhra Pradesh,East Godavari,533306,Pamarru
Andhra Pradesh,East Godavari,533256,Rayavaram
Andhra Pradesh,East Godavari,533264,Anaparthy
Andhra Pradesh,East Godavari,533346,Anaparthy
Andhra Pradesh,East Godavari,533308,Mandapeta
Andhra Pradesh,East Godavari,533293,Sithanagaram
Andhra Pradesh,East Godavari,533342,Rajanagaram
Andhra Pradesh,East Godavari,533292,Rajanagaram
Andhra Pradesh,East Godavari,533308,Kapileswarapuram
Andhra Pradesh,East Godavari,533102,Rajanagaram
Andhra Pradesh,East Godavari,533288,Devipatnam
Andhra Pradesh,East Godavari,533261,Ramachandrapuram
Andhra Pradesh,East Godavari,533341,Rajanagaram
Andhra Pradesh,East Godavari,533340,Ramachandrapuram
Andhra Pradesh,East Godavari,533342,Ramachandrapuram
Andhra Pradesh,East Godavari,533107,Rajaahmundry Rural
Andhra Pradesh,East Godavari,533261,Anaparthy
Andhra Pradesh,East Godavari,533101,Rajahmundry
Andhra Pradesh,East Godavari,533255,Ramachandrapuram
Andhra Pradesh,East Godavari,533101,Rajahmundry Rural
Andhra Pradesh,East Godavari,533346,Rayavaram
Andhra Pradesh,East Godavari,533234,Mandapeta
Andhra Pradesh,East Godavari,533293,Rajahmundry Rural
Andhra Pradesh,East Godavari,533305,Kapileswarapuram
Andhra Pradesh,East Godavari,533345,Rayavaram
Andhra Pradesh,East Godavari,533346,Ramachandrapuram
Andhra Pradesh,East Godavari,533125,Kadiyam
Andhra Pradesh,East Godavari,533105,Sithanagaram
Andhra Pradesh,Srikakulam,532403,Laveru Mandal
Andhra Pradesh,Srikakulam,532127,Rajam Mandal
Andhra Pradesh,Srikakulam,532203,Tekkali
Andhra Pradesh,Srikakulam,532403,Etcherla
Andhra Pradesh,Srikakulam,532186,Amadalavalasa Mandal
Andhra Pradesh,Srikakulam,532219,Vajrapukotturu Mandal
Andhra Pradesh,Srikakulam,532459,Kotturu Mandal
Andhra Pradesh,Srikakulam,532190,Sarubujjili Mandal
Andhra Pradesh,Srikakulam,532186,Srikakulam Mandal
Andhra Pradesh,Srikakulam,532425,Jalumuru Mandal
Andhra Pradesh,Srikakulam,532445,Burja Mandal
Andhra Pradesh,Srikakulam,532403,Etcherla Mandal
Andhra Pradesh,Srikakulam,532426,Saravakota Mandal
Andhra Pradesh,Srikakulam,532185,Amadalavalasa
Andhra Pradesh,Srikakulam,532218,Vajrapukotturu Mandal
Andhra Pradesh,Srikakulam,532429,Polaki Mandal
Andhra Pradesh,Srikakulam,532122,Regidi Amadalavalasa
Andhra Pradesh,Srikakulam,532123,Regidi Mandal
Andhra Pradesh,Srikakulam,532404,Gara Mandal
Andhra Pradesh,Srikakulam,532168,Sigadam Mandal
Andhra Pradesh,Srikakulam,532222,Palasa Mandal
Andhra Pradesh,Srikakulam,532122,Vangara Mandal
Andhra Pradesh,Srikakulam,532401,Srikakulam
Andhra Pradesh,Srikakulam,532409,Ranasthalam Mandal
Andhra Pradesh,Srikakulam,532264,Sompeta Mandal
Andhra Pradesh,Srikakulam,532457,Kotturu Mandal
Andhra Pradesh,Srikakulam,532455,Bhamini
Andhra Pradesh,Srikakulam,532406,Gara Mandal
Andhra Pradesh,Srikakulam,532264,Mandasa Mandal
Andhra Pradesh,Srikakulam,532263,Sompeta Mandal
Andhra Pradesh,Srikakulam,532456,Bhamini
Andhra Pradesh,Srikakulam,532322,Kaviti Mandal
Andhra Pradesh,Srikakulam,532290,Kaviti Mandal
Andhra Pradesh,Srikakulam,532484,Amadalavalasa Mandal
Andhra Pradesh,Srikakulam,532430,Polaki Mandal
Andhra Pradesh,Srikakulam,532220,Palasa Mandal
Andhra Pradesh,Srikakulam,532427,Saravakota Mandal
Andhra Pradesh,Srikakulam,532459,Hiramandalam Mandal
Andhra Pradesh,Srikakulam,532405,Srikakulam Mandal
Andhra Pradesh,Srikakulam,532456,Bhamini Mandal
Andhra Pradesh,Srikakulam,532312,Ichchapuram Mandal
Andhra Pradesh,Srikakulam,532127,Santhakaviti Mandal
Andhra Pradesh,Srikakulam,532408,Etcherla
Andhra Pradesh,Srikakulam,532292,Kaviti Mandal
Andhra Pradesh,Srikakulam,532214,Pathapatnam Mandal
Andhra Pradesh,Srikakulam,532218,Nandigam Mandal
Andhra Pradesh,Srikakulam,532195,Santabommali Mandal
Andhra Pradesh,Srikakulam,532284,Sompeta Mandal
Andhra Pradesh,Srikakulam,532427,Saravakota Mdl
Andhra Pradesh,Srikakulam,532212,Tekkali Mandal
Andhra Pradesh,Srikakulam,532284,Kanchili Mandal
Andhra Pradesh,Srikakulam,532405,Gara
Andhra Pradesh,Srikakulam,532168,Ponduru Mandal
Andhra Pradesh,Srikakulam,532445,Burja
Andhra Pradesh,Srikakulam,532312,Ichchapuram
Andhra Pradesh,Srikakulam,532406,Gara
Andhra Pradesh,Srikakulam,532203,Tekkali Mandal
Andhra Pradesh,Srikakulam,532432,Jalumuru Mandal
Andhra Pradesh,Srikakulam,532216,Meliaputti Mandal
Andhra Pradesh,Srikakulam,532242,Mandasa Mandal
Andhra Pradesh,Srikakulam,532214,Saravakota Mandal
Andhra Pradesh,Srikakulam,532455,Seethampeta Mandal
Andhra Pradesh,Srikakulam,532186,Srikakulam
Andhra Pradesh,Srikakulam,532458,Sarubujjili Mandal
Andhra Pradesh,Srikakulam,532168,Santhakaviti Mandal
Andhra Pradesh,Srikakulam,532186,Amadalavalasa Manal
Andhra Pradesh,Srikakulam,532425,Narasannapeta Mandal
Andhra Pradesh,Srikakulam,532402,Ponduru Mandal
Andhra Pradesh,Srikakulam,532212,Santabommali Mandal
Andhra Pradesh,Srikakulam,532195,Kotabommali Mandal
Andhra Pradesh,Srikakulam,532312,Kaviti
Andhra Pradesh,Srikakulam,532421,Narasannapeta
Andhra Pradesh,Srikakulam,532211,Vajrapukotturu Mandal
Andhra Pradesh,Srikakulam,532214,Pathapatnam
Andhra Pradesh,Srikakulam,532203,Nandigam Mandal
Andhra Pradesh,Srikakulam,532212,Nandigam Mandal
Andhra Pradesh,Srikakulam,532222,Vajrapukothuru
Andhra Pradesh,Srikakulam,532291,Kanchili Mandal
Andhra Pradesh,Srikakulam,532484,Amadalavalasa
Andhra Pradesh,Srikakulam,532410,Etcherla
Andhra Pradesh,Srikakulam,532410,Etcherla Mandal
Andhra Pradesh,Srikakulam,532127,Rajam
Andhra Pradesh,Srikakulam,532122,Regidi Mandal
Andhra Pradesh,Srikakulam,532243,Palasa
Andhra Pradesh,Srikakulam,532455,Bhamini Mandal
Andhra Pradesh,Vizianagaram,532407,Cheepurupalle
Andhra Pradesh,Srikakulam,532292,Na
Andhra Pradesh,Srikakulam,532221,Meliaputti Mandal
Andhra Pradesh,Srikakulam,532123,Santhakaviti Mandal
Andhra Pradesh,Srikakulam,532484,Srikakulam Mandal
Andhra Pradesh,Srikakulam,532005,Srikakulam
Andhra Pradesh,Srikakulam,532407,Laveru Mandal
Andhra Pradesh,Srikakulam,532455,Kotturu Mandal
Andhra Pradesh,Srikakulam,532243,Mandasa
Andhra Pradesh,Srikakulam,532430,Kotabommali Mandal
Andhra Pradesh,Srikakulam,532459,Hiramandalam
Andhra Pradesh,Srikakulam,532421,Polaki Mandal
Andhra Pradesh,Srikakulam,532401,Srikakulam Mandal
Andhra Pradesh,Srikakulam,532292,Sompeta Mandal
Andhra Pradesh,Srikakulam,532407,Ranastalam
Andhra Pradesh,Srikakulam,532430,Santhabommali Mandal
Andhra Pradesh,Srikakulam,532445,Santhakaviti Mandal
Andhra Pradesh,Srikakulam,532407,Ranasthalam Mandal
Andhra Pradesh,Srikakulam,532290,Kanchili Mandal
Andhra Pradesh,Srikakulam,532458,Seethampeta Mandal
Andhra Pradesh,Vizianagaram,532127,Therlam Mandal
Andhra Pradesh,Srikakulam,532214,Hiramandalam Mandal
Andhra Pradesh,Srikakulam,532195,Kotabommali
Andhra Pradesh,Srikakulam,532421,Narasannapeta Mandal
Andhra Pradesh,Srikakulam,532186,Amadalavalasa
Andhra Pradesh,Srikakulam,532221,Meliaputti
Andhra Pradesh,Srikakulam,532428,Jalumuru
Andhra Pradesh,Srikakulam,532312,Kaviti Mandal
Andhra Pradesh,Srikakulam,532222,Palasa
Andhra Pradesh,Srikakulam,532220,Nandigam Mandal
Andhra Pradesh,Srikakulam,532221,Palasa Mandal
Andhra Pradesh,Srikakulam,532242,Mandasa
Andhra Pradesh,Srikakulam,532428,Hiramandalam Mandal
Andhra Pradesh,Srikakulam,532427,Jalumuru Mandal
Andhra Pradesh,Srikakulam,532203,Saravakota Mandal
Andhra Pradesh,Srikakulam,532459,Sarubujjili Mandal
Andhra Pradesh,Srikakulam,532243,Mandasa Mandal
Andhra Pradesh,Srikakulam,532127,Regidi Mandal
Andhra Pradesh,Srikakulam,532455,Bhamani Mandal
Andhra Pradesh,Srikakulam,532405,Gara Mandal
Andhra Pradesh,Srikakulam,532211,Santhabommali Mandal
Andhra Pradesh,Srikakulam,532203,Kotabommali Mandal
Andhra Pradesh,Srikakulam,532005,Etcherla Mandal
Andhra Pradesh,Srikakulam,532455,Kotturu
Andhra Pradesh,Srikakulam,532457,Kotturu
Andhra Pradesh,Srikakulam,532458,Kotturu
